Year,Cancer Type,Sex,Count,"Age-specific Rate (per 100,000)"
1979,Non-melanoma skin cancer (all types),Males,10,2.5
1979,Non-melanoma skin cancer (all types),Males,13,3.6
1979,Non-melanoma skin cancer (all types),Males,9,3.2
1979,Non-melanoma skin cancer (all types),Males,23,9.6
1979,Non-melanoma skin cancer (all types),Males,15,9.1
1979,Non-melanoma skin cancer (all types),Males,12,12.0
1979,Non-melanoma skin cancer (all types),Males,13,28.4
1979,Non-melanoma skin cancer (all types),Males,10,50.2
1979,Non-melanoma skin cancer (all types),Males,9,135.5
1979,Non-melanoma skin cancer (all types),Males,124,1.7
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,0,0.0
1980,Non-melanoma skin cancer (all types),Males,4,1.0
1980,Non-melanoma skin cancer (all types),Males,4,1.1
1980,Non-melanoma skin cancer (all types),Males,4,1.0
1980,Non-melanoma skin cancer (all types),Males,9,2.5
1980,Non-melanoma skin cancer (all types),Males,14,5.0
1980,Non-melanoma skin cancer (all types),Males,22,9.0
1980,Non-melanoma skin cancer (all types),Males,17,10.0
1980,Non-melanoma skin cancer (all types),Males,14,13.7
1980,Non-melanoma skin cancer (all types),Males,12,24.4
1980,Non-melanoma skin cancer (all types),Males,9,44.4
1980,Non-melanoma skin cancer (all types),Males,7,99.6
1980,Non-melanoma skin cancer (all types),Males,116,1.6
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,0,0.0
1981,Non-melanoma skin cancer (all types),Males,1,0.2
1981,Non-melanoma skin cancer (all types),Males,3,0.7
1981,Non-melanoma skin cancer (all types),Males,11,2.9
1981,Non-melanoma skin cancer (all types),Males,8,2.0
1981,Non-melanoma skin cancer (all types),Males,13,3.5
1981,Non-melanoma skin cancer (all types),Males,16,5.5
1981,Non-melanoma skin cancer (all types),Males,21,8.4
1981,Non-melanoma skin cancer (all types),Males,21,11.9
1981,Non-melanoma skin cancer (all types),Males,15,14.1
1981,Non-melanoma skin cancer (all types),Males,19,36.5
1981,Non-melanoma skin cancer (all types),Males,11,53.7
1981,Non-melanoma skin cancer (all types),Males,5,68.5
1981,Non-melanoma skin cancer (all types),Males,144,1.9
1982,Non-melanoma skin cancer (all types),Males,0,0.0
1982,Non-melanoma skin cancer (all types),Males,0,0.0
1982,Non-melanoma skin cancer (all types),Males,0,0.0
1982,Non-melanoma skin cancer (all types),Males,0,0.0
1982,Non-melanoma skin cancer (all types),Males,1,0.1
1982,Non-melanoma skin cancer (all types),Males,1,0.2
1982,Non-melanoma skin cancer (all types),Males,1,0.2
1982,Non-melanoma skin cancer (all types),Males,2,0.4
1982,Non-melanoma skin cancer (all types),Males,1,0.2
1982,Non-melanoma skin cancer (all types),Males,3,0.8
1982,Non-melanoma skin cancer (all types),Males,9,2.3
1982,Non-melanoma skin cancer (all types),Males,8,2.1
1982,Non-melanoma skin cancer (all types),Males,19,6.2
1982,Non-melanoma skin cancer (all types),Males,26,10.3
1982,Non-melanoma skin cancer (all types),Males,21,11.4
1982,Non-melanoma skin cancer (all types),Males,17,15.3
1982,Non-melanoma skin cancer (all types),Males,13,23.7
1982,Non-melanoma skin cancer (all types),Males,7,33.6
1982,Non-melanoma skin cancer (all types),Males,3,39.2
1982,Non-melanoma skin cancer (all types),Males,132,1.7
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,1,0.2
1983,Non-melanoma skin cancer (all types),Males,0,0.0
1983,Non-melanoma skin cancer (all types),Males,3,0.7
1983,Non-melanoma skin cancer (all types),Males,2,0.5
1983,Non-melanoma skin cancer (all types),Males,7,1.8
1983,Non-melanoma skin cancer (all types),Males,14,3.7
1983,Non-melanoma skin cancer (all types),Males,15,4.7
1983,Non-melanoma skin cancer (all types),Males,23,9.1
1983,Non-melanoma skin cancer (all types),Males,26,13.6
1983,Non-melanoma skin cancer (all types),Males,19,16.5
1983,Non-melanoma skin cancer (all types),Males,17,29.4
1983,Non-melanoma skin cancer (all types),Males,12,56.7
1983,Non-melanoma skin cancer (all types),Males,12,152.6
1983,Non-melanoma skin cancer (all types),Males,151,2.0
1984,Non-melanoma skin cancer (all types),Males,0,0.0
1984,Non-melanoma skin cancer (all types),Males,0,0.0
1984,Non-melanoma skin cancer (all types),Males,0,0.0
1984,Non-melanoma skin cancer (all types),Males,0,0.0
1984,Non-melanoma skin cancer (all types),Males,0,0.0
1984,Non-melanoma skin cancer (all types),Males,1,0.2
1984,Non-melanoma skin cancer (all types),Males,1,0.2
1984,Non-melanoma skin cancer (all types),Males,2,0.3
1984,Non-melanoma skin cancer (all types),Males,1,0.2
1984,Non-melanoma skin cancer (all types),Males,6,1.5
1984,Non-melanoma skin cancer (all types),Males,7,1.8
1984,Non-melanoma skin cancer (all types),Males,10,2.6
1984,Non-melanoma skin cancer (all types),Males,24,7.2
1984,Non-melanoma skin cancer (all types),Males,16,6.4
1984,Non-melanoma skin cancer (all types),Males,27,13.6
1984,Non-melanoma skin cancer (all types),Males,17,14.1
1984,Non-melanoma skin cancer (all types),Males,21,34.4
1984,Non-melanoma skin cancer (all types),Males,10,45.6
1984,Non-melanoma skin cancer (all types),Males,10,120.8
1984,Non-melanoma skin cancer (all types),Males,153,2.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,0,0.0
1985,Non-melanoma skin cancer (all types),Males,4,0.6
1985,Non-melanoma skin cancer (all types),Males,1,0.2
1985,Non-melanoma skin cancer (all types),Males,2,0.5
1985,Non-melanoma skin cancer (all types),Males,6,1.6
1985,Non-melanoma skin cancer (all types),Males,7,1.8
1985,Non-melanoma skin cancer (all types),Males,13,3.8
1985,Non-melanoma skin cancer (all types),Males,21,8.3
1985,Non-melanoma skin cancer (all types),Males,20,9.7
1985,Non-melanoma skin cancer (all types),Males,16,12.7
1985,Non-melanoma skin cancer (all types),Males,26,41.0
1985,Non-melanoma skin cancer (all types),Males,12,50.3
1985,Non-melanoma skin cancer (all types),Males,7,81.7
1985,Non-melanoma skin cancer (all types),Males,135,1.7
1986,Non-melanoma skin cancer (all types),Males,0,0.0
1986,Non-melanoma skin cancer (all types),Males,0,0.0
1986,Non-melanoma skin cancer (all types),Males,0,0.0
1986,Non-melanoma skin cancer (all types),Males,0,0.0
1986,Non-melanoma skin cancer (all types),Males,1,0.1
1986,Non-melanoma skin cancer (all types),Males,0,0.0
1986,Non-melanoma skin cancer (all types),Males,0,0.0
1986,Non-melanoma skin cancer (all types),Males,4,0.6
1986,Non-melanoma skin cancer (all types),Males,1,0.2
1986,Non-melanoma skin cancer (all types),Males,3,0.7
1986,Non-melanoma skin cancer (all types),Males,9,2.4
1986,Non-melanoma skin cancer (all types),Males,8,2.1
1986,Non-melanoma skin cancer (all types),Males,16,4.6
1986,Non-melanoma skin cancer (all types),Males,19,7.1
1986,Non-melanoma skin cancer (all types),Males,23,11.0
1986,Non-melanoma skin cancer (all types),Males,24,18.1
1986,Non-melanoma skin cancer (all types),Males,22,33.2
1986,Non-melanoma skin cancer (all types),Males,10,38.5
1986,Non-melanoma skin cancer (all types),Males,7,79.9
1986,Non-melanoma skin cancer (all types),Males,147,1.8
1987,Non-melanoma skin cancer (all types),Males,0,0.0
1987,Non-melanoma skin cancer (all types),Males,0,0.0
1987,Non-melanoma skin cancer (all types),Males,0,0.0
1987,Non-melanoma skin cancer (all types),Males,0,0.0
1987,Non-melanoma skin cancer (all types),Males,0,0.0
1987,Non-melanoma skin cancer (all types),Males,2,0.3
1987,Non-melanoma skin cancer (all types),Males,7,1.1
1987,Non-melanoma skin cancer (all types),Males,4,0.6
1987,Non-melanoma skin cancer (all types),Males,5,0.9
1987,Non-melanoma skin cancer (all types),Males,5,1.1
1987,Non-melanoma skin cancer (all types),Males,8,2.1
1987,Non-melanoma skin cancer (all types),Males,12,3.2
1987,Non-melanoma skin cancer (all types),Males,12,3.4
1987,Non-melanoma skin cancer (all types),Males,21,7.5
1987,Non-melanoma skin cancer (all types),Males,27,12.7
1987,Non-melanoma skin cancer (all types),Males,28,20.3
1987,Non-melanoma skin cancer (all types),Males,15,21.3
1987,Non-melanoma skin cancer (all types),Males,12,44.1
1987,Non-melanoma skin cancer (all types),Males,8,88.6
1987,Non-melanoma skin cancer (all types),Males,166,2.0
1988,Non-melanoma skin cancer (all types),Males,0,0.0
1988,Non-melanoma skin cancer (all types),Males,0,0.0
1988,Non-melanoma skin cancer (all types),Males,0,0.0
1988,Non-melanoma skin cancer (all types),Males,0,0.0
1988,Non-melanoma skin cancer (all types),Males,0,0.0
1988,Non-melanoma skin cancer (all types),Males,2,0.3
1988,Non-melanoma skin cancer (all types),Males,2,0.3
1988,Non-melanoma skin cancer (all types),Males,3,0.5
1988,Non-melanoma skin cancer (all types),Males,9,1.5
1988,Non-melanoma skin cancer (all types),Males,5,1.1
1988,Non-melanoma skin cancer (all types),Males,3,0.8
1988,Non-melanoma skin cancer (all types),Males,10,2.7
1988,Non-melanoma skin cancer (all types),Males,13,3.6
1988,Non-melanoma skin cancer (all types),Males,19,6.5
1988,Non-melanoma skin cancer (all types),Males,25,11.8
1988,Non-melanoma skin cancer (all types),Males,23,16.1
1988,Non-melanoma skin cancer (all types),Males,20,27.1
1988,Non-melanoma skin cancer (all types),Males,11,38.3
1988,Non-melanoma skin cancer (all types),Males,13,141.7
1988,Non-melanoma skin cancer (all types),Males,158,1.9
1989,Non-melanoma skin cancer (all types),Males,0,0.0
1989,Non-melanoma skin cancer (all types),Males,0,0.0
1989,Non-melanoma skin cancer (all types),Males,0,0.0
1989,Non-melanoma skin cancer (all types),Males,0,0.0
1989,Non-melanoma skin cancer (all types),Males,1,0.1
1989,Non-melanoma skin cancer (all types),Males,4,0.6
1989,Non-melanoma skin cancer (all types),Males,9,1.3
1989,Non-melanoma skin cancer (all types),Males,14,2.2
1989,Non-melanoma skin cancer (all types),Males,11,1.8
1989,Non-melanoma skin cancer (all types),Males,3,0.6
1989,Non-melanoma skin cancer (all types),Males,7,1.7
1989,Non-melanoma skin cancer (all types),Males,12,3.2
1989,Non-melanoma skin cancer (all types),Males,20,5.5
1989,Non-melanoma skin cancer (all types),Males,25,8.1
1989,Non-melanoma skin cancer (all types),Males,28,13.2
1989,Non-melanoma skin cancer (all types),Males,28,18.7
1989,Non-melanoma skin cancer (all types),Males,33,42.8
1989,Non-melanoma skin cancer (all types),Males,18,59.0
1989,Non-melanoma skin cancer (all types),Males,7,73.8
1989,Non-melanoma skin cancer (all types),Males,220,2.6
1990,Non-melanoma skin cancer (all types),Males,0,0.0
1990,Non-melanoma skin cancer (all types),Males,0,0.0
1990,Non-melanoma skin cancer (all types),Males,0,0.0
1990,Non-melanoma skin cancer (all types),Males,0,0.0
1990,Non-melanoma skin cancer (all types),Males,0,0.0
1990,Non-melanoma skin cancer (all types),Males,6,0.8
1990,Non-melanoma skin cancer (all types),Males,10,1.4
1990,Non-melanoma skin cancer (all types),Males,3,0.5
1990,Non-melanoma skin cancer (all types),Males,13,2.0
1990,Non-melanoma skin cancer (all types),Males,5,1.0
1990,Non-melanoma skin cancer (all types),Males,6,1.4
1990,Non-melanoma skin cancer (all types),Males,10,2.7
1990,Non-melanoma skin cancer (all types),Males,17,4.6
1990,Non-melanoma skin cancer (all types),Males,27,8.6
1990,Non-melanoma skin cancer (all types),Males,26,11.9
1990,Non-melanoma skin cancer (all types),Males,32,20.7
1990,Non-melanoma skin cancer (all types),Males,21,26.0
1990,Non-melanoma skin cancer (all types),Males,23,72.9
1990,Non-melanoma skin cancer (all types),Males,9,89.8
1990,Non-melanoma skin cancer (all types),Males,208,2.4
1991,Non-melanoma skin cancer (all types),Males,0,0.0
1991,Non-melanoma skin cancer (all types),Males,0,0.0
1991,Non-melanoma skin cancer (all types),Males,0,0.0
1991,Non-melanoma skin cancer (all types),Males,0,0.0
1991,Non-melanoma skin cancer (all types),Males,0,0.0
1991,Non-melanoma skin cancer (all types),Males,10,1.4
1991,Non-melanoma skin cancer (all types),Males,8,1.1
1991,Non-melanoma skin cancer (all types),Males,8,1.2
1991,Non-melanoma skin cancer (all types),Males,6,0.9
1991,Non-melanoma skin cancer (all types),Males,8,1.5
1991,Non-melanoma skin cancer (all types),Males,7,1.6
1991,Non-melanoma skin cancer (all types),Males,13,3.5
1991,Non-melanoma skin cancer (all types),Males,20,5.5
1991,Non-melanoma skin cancer (all types),Males,13,4.1
1991,Non-melanoma skin cancer (all types),Males,21,9.2
1991,Non-melanoma skin cancer (all types),Males,29,18.2
1991,Non-melanoma skin cancer (all types),Males,31,36.7
1991,Non-melanoma skin cancer (all types),Males,22,65.0
1991,Non-melanoma skin cancer (all types),Males,4,38.5
1991,Non-melanoma skin cancer (all types),Males,200,2.3
1992,Non-melanoma skin cancer (all types),Males,0,0.0
1992,Non-melanoma skin cancer (all types),Males,0,0.0
1992,Non-melanoma skin cancer (all types),Males,0,0.0
1992,Non-melanoma skin cancer (all types),Males,0,0.0
1992,Non-melanoma skin cancer (all types),Males,2,0.3
1992,Non-melanoma skin cancer (all types),Males,8,1.2
1992,Non-melanoma skin cancer (all types),Males,8,1.1
1992,Non-melanoma skin cancer (all types),Males,10,1.5
1992,Non-melanoma skin cancer (all types),Males,9,1.4
1992,Non-melanoma skin cancer (all types),Males,7,1.2
1992,Non-melanoma skin cancer (all types),Males,11,2.5
1992,Non-melanoma skin cancer (all types),Males,16,4.3
1992,Non-melanoma skin cancer (all types),Males,19,5.2
1992,Non-melanoma skin cancer (all types),Males,35,10.8
1992,Non-melanoma skin cancer (all types),Males,40,16.7
1992,Non-melanoma skin cancer (all types),Males,43,26.6
1992,Non-melanoma skin cancer (all types),Males,35,39.6
1992,Non-melanoma skin cancer (all types),Males,31,86.5
1992,Non-melanoma skin cancer (all types),Males,12,104.7
1992,Non-melanoma skin cancer (all types),Males,286,3.3
1993,Non-melanoma skin cancer (all types),Males,0,0.0
1993,Non-melanoma skin cancer (all types),Males,0,0.0
1993,Non-melanoma skin cancer (all types),Males,0,0.0
1993,Non-melanoma skin cancer (all types),Males,0,0.0
1993,Non-melanoma skin cancer (all types),Males,1,0.1
1993,Non-melanoma skin cancer (all types),Males,6,0.9
1993,Non-melanoma skin cancer (all types),Males,6,0.8
1993,Non-melanoma skin cancer (all types),Males,12,1.8
1993,Non-melanoma skin cancer (all types),Males,4,0.6
1993,Non-melanoma skin cancer (all types),Males,10,1.7
1993,Non-melanoma skin cancer (all types),Males,4,0.9
1993,Non-melanoma skin cancer (all types),Males,17,4.4
1993,Non-melanoma skin cancer (all types),Males,23,6.4
1993,Non-melanoma skin cancer (all types),Males,33,10.0
1993,Non-melanoma skin cancer (all types),Males,38,15.2
1993,Non-melanoma skin cancer (all types),Males,37,22.7
1993,Non-melanoma skin cancer (all types),Males,47,50.5
1993,Non-melanoma skin cancer (all types),Males,23,60.8
1993,Non-melanoma skin cancer (all types),Males,9,72.4
1993,Non-melanoma skin cancer (all types),Males,270,3.1
1994,Non-melanoma skin cancer (all types),Males,0,0.0
1994,Non-melanoma skin cancer (all types),Males,0,0.0
1994,Non-melanoma skin cancer (all types),Males,0,0.0
1994,Non-melanoma skin cancer (all types),Males,0,0.0
1994,Non-melanoma skin cancer (all types),Males,0,0.0
1994,Non-melanoma skin cancer (all types),Males,1,0.1
1994,Non-melanoma skin cancer (all types),Males,7,1.0
1994,Non-melanoma skin cancer (all types),Males,13,1.9
1994,Non-melanoma skin cancer (all types),Males,6,0.9
1994,Non-melanoma skin cancer (all types),Males,10,1.6
1994,Non-melanoma skin cancer (all types),Males,7,1.5
1994,Non-melanoma skin cancer (all types),Males,12,3.1
1994,Non-melanoma skin cancer (all types),Males,25,7.1
1994,Non-melanoma skin cancer (all types),Males,27,8.1
1994,Non-melanoma skin cancer (all types),Males,42,16.0
1994,Non-melanoma skin cancer (all types),Males,36,22.1
1994,Non-melanoma skin cancer (all types),Males,45,45.8
1994,Non-melanoma skin cancer (all types),Males,21,52.9
1994,Non-melanoma skin cancer (all types),Males,9,66.8
1994,Non-melanoma skin cancer (all types),Males,261,2.9
1995,Non-melanoma skin cancer (all types),Males,0,0.0
1995,Non-melanoma skin cancer (all types),Males,0,0.0
1995,Non-melanoma skin cancer (all types),Males,0,0.0
1995,Non-melanoma skin cancer (all types),Males,1,0.2
1995,Non-melanoma skin cancer (all types),Males,1,0.1
1995,Non-melanoma skin cancer (all types),Males,1,0.1
1995,Non-melanoma skin cancer (all types),Males,7,1.0
1995,Non-melanoma skin cancer (all types),Males,6,0.8
1995,Non-melanoma skin cancer (all types),Males,2,0.3
1995,Non-melanoma skin cancer (all types),Males,7,1.1
1995,Non-melanoma skin cancer (all types),Males,9,1.8
1995,Non-melanoma skin cancer (all types),Males,12,3.0
1995,Non-melanoma skin cancer (all types),Males,14,4.0
1995,Non-melanoma skin cancer (all types),Males,32,9.6
1995,Non-melanoma skin cancer (all types),Males,45,16.7
1995,Non-melanoma skin cancer (all types),Males,40,23.7
1995,Non-melanoma skin cancer (all types),Males,38,37.2
1995,Non-melanoma skin cancer (all types),Males,27,64.1
1995,Non-melanoma skin cancer (all types),Males,12,82.9
1995,Non-melanoma skin cancer (all types),Males,254,2.8
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,0,0.0
1996,Non-melanoma skin cancer (all types),Males,2,0.3
1996,Non-melanoma skin cancer (all types),Males,2,0.3
1996,Non-melanoma skin cancer (all types),Males,5,0.8
1996,Non-melanoma skin cancer (all types),Males,6,1.2
1996,Non-melanoma skin cancer (all types),Males,9,2.2
1996,Non-melanoma skin cancer (all types),Males,14,4.0
1996,Non-melanoma skin cancer (all types),Males,34,10.1
1996,Non-melanoma skin cancer (all types),Males,30,10.9
1996,Non-melanoma skin cancer (all types),Males,44,24.6
1996,Non-melanoma skin cancer (all types),Males,54,51.3
1996,Non-melanoma skin cancer (all types),Males,26,58.4
1996,Non-melanoma skin cancer (all types),Males,18,116.2
1996,Non-melanoma skin cancer (all types),Males,244,2.7
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,0,0.0
1997,Non-melanoma skin cancer (all types),Males,4,0.6
1997,Non-melanoma skin cancer (all types),Males,2,0.3
1997,Non-melanoma skin cancer (all types),Males,9,1.6
1997,Non-melanoma skin cancer (all types),Males,16,3.7
1997,Non-melanoma skin cancer (all types),Males,12,3.3
1997,Non-melanoma skin cancer (all types),Males,27,8.0
1997,Non-melanoma skin cancer (all types),Males,42,15.0
1997,Non-melanoma skin cancer (all types),Males,26,13.8
1997,Non-melanoma skin cancer (all types),Males,48,44.4
1997,Non-melanoma skin cancer (all types),Males,34,72.1
1997,Non-melanoma skin cancer (all types),Males,13,79.2
1997,Non-melanoma skin cancer (all types),Males,233,2.5
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,0,0.0
1998,Non-melanoma skin cancer (all types),Males,2,0.3
1998,Non-melanoma skin cancer (all types),Males,3,0.5
1998,Non-melanoma skin cancer (all types),Males,7,1.2
1998,Non-melanoma skin cancer (all types),Males,13,2.9
1998,Non-melanoma skin cancer (all types),Males,24,6.5
1998,Non-melanoma skin cancer (all types),Males,27,8.1
1998,Non-melanoma skin cancer (all types),Males,37,12.9
1998,Non-melanoma skin cancer (all types),Males,46,23.0
1998,Non-melanoma skin cancer (all types),Males,29,26.3
1998,Non-melanoma skin cancer (all types),Males,37,73.6
1998,Non-melanoma skin cancer (all types),Males,17,96.8
1998,Non-melanoma skin cancer (all types),Males,242,2.6
1999,Non-melanoma skin cancer (all types),Males,0,0.0
1999,Non-melanoma skin cancer (all types),Males,0,0.0
1999,Non-melanoma skin cancer (all types),Males,0,0.0
1999,Non-melanoma skin cancer (all types),Males,0,0.0
1999,Non-melanoma skin cancer (all types),Males,1,0.2
1999,Non-melanoma skin cancer (all types),Males,0,0.0
1999,Non-melanoma skin cancer (all types),Males,0,0.0
1999,Non-melanoma skin cancer (all types),Males,1,0.1
1999,Non-melanoma skin cancer (all types),Males,2,0.3
1999,Non-melanoma skin cancer (all types),Males,4,0.6
1999,Non-melanoma skin cancer (all types),Males,12,2.0
1999,Non-melanoma skin cancer (all types),Males,14,3.0
1999,Non-melanoma skin cancer (all types),Males,12,3.1
1999,Non-melanoma skin cancer (all types),Males,30,9.0
1999,Non-melanoma skin cancer (all types),Males,38,13.0
1999,Non-melanoma skin cancer (all types),Males,56,26.5
1999,Non-melanoma skin cancer (all types),Males,53,47.3
1999,Non-melanoma skin cancer (all types),Males,34,63.7
1999,Non-melanoma skin cancer (all types),Males,13,68.5
1999,Non-melanoma skin cancer (all types),Males,270,2.9
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,0,0.0
2000,Non-melanoma skin cancer (all types),Males,1,0.1
2000,Non-melanoma skin cancer (all types),Males,2,0.3
2000,Non-melanoma skin cancer (all types),Males,3,0.5
2000,Non-melanoma skin cancer (all types),Males,8,1.3
2000,Non-melanoma skin cancer (all types),Males,12,2.5
2000,Non-melanoma skin cancer (all types),Males,14,3.5
2000,Non-melanoma skin cancer (all types),Males,25,7.6
2000,Non-melanoma skin cancer (all types),Males,37,12.4
2000,Non-melanoma skin cancer (all types),Males,50,22.9
2000,Non-melanoma skin cancer (all types),Males,46,38.9
2000,Non-melanoma skin cancer (all types),Males,21,37.2
2000,Non-melanoma skin cancer (all types),Males,22,106.8
2000,Non-melanoma skin cancer (all types),Males,241,2.6
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,0,0.0
2001,Non-melanoma skin cancer (all types),Males,1,0.1
2001,Non-melanoma skin cancer (all types),Males,1,0.1
2001,Non-melanoma skin cancer (all types),Males,6,0.9
2001,Non-melanoma skin cancer (all types),Males,5,0.8
2001,Non-melanoma skin cancer (all types),Males,10,2.0
2001,Non-melanoma skin cancer (all types),Males,19,4.6
2001,Non-melanoma skin cancer (all types),Males,29,8.7
2001,Non-melanoma skin cancer (all types),Males,39,12.9
2001,Non-melanoma skin cancer (all types),Males,56,24.8
2001,Non-melanoma skin cancer (all types),Males,39,30.6
2001,Non-melanoma skin cancer (all types),Males,40,67.7
2001,Non-melanoma skin cancer (all types),Males,19,85.1
2001,Non-melanoma skin cancer (all types),Males,264,2.8
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,1,0.1
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,0,0.0
2002,Non-melanoma skin cancer (all types),Males,3,0.4
2002,Non-melanoma skin cancer (all types),Males,4,0.6
2002,Non-melanoma skin cancer (all types),Males,6,0.9
2002,Non-melanoma skin cancer (all types),Males,26,4.8
2002,Non-melanoma skin cancer (all types),Males,23,5.4
2002,Non-melanoma skin cancer (all types),Males,17,5.0
2002,Non-melanoma skin cancer (all types),Males,38,12.6
2002,Non-melanoma skin cancer (all types),Males,55,23.8
2002,Non-melanoma skin cancer (all types),Males,46,33.9
2002,Non-melanoma skin cancer (all types),Males,41,66.8
2002,Non-melanoma skin cancer (all types),Males,18,77.4
2002,Non-melanoma skin cancer (all types),Males,278,2.9
2003,Non-melanoma skin cancer (all types),Males,0,0.0
2003,Non-melanoma skin cancer (all types),Males,0,0.0
2003,Non-melanoma skin cancer (all types),Males,0,0.0
2003,Non-melanoma skin cancer (all types),Males,0,0.0
2003,Non-melanoma skin cancer (all types),Males,0,0.0
2003,Non-melanoma skin cancer (all types),Males,1,0.1
2003,Non-melanoma skin cancer (all types),Males,0,0.0
2003,Non-melanoma skin cancer (all types),Males,2,0.3
2003,Non-melanoma skin cancer (all types),Males,3,0.4
2003,Non-melanoma skin cancer (all types),Males,5,0.7
2003,Non-melanoma skin cancer (all types),Males,7,1.1
2003,Non-melanoma skin cancer (all types),Males,16,2.8
2003,Non-melanoma skin cancer (all types),Males,9,2.1
2003,Non-melanoma skin cancer (all types),Males,35,10.0
2003,Non-melanoma skin cancer (all types),Males,35,11.7
2003,Non-melanoma skin cancer (all types),Males,38,16.0
2003,Non-melanoma skin cancer (all types),Males,47,32.6
2003,Non-melanoma skin cancer (all types),Males,41,65.3
2003,Non-melanoma skin cancer (all types),Males,19,78.1
2003,Non-melanoma skin cancer (all types),Males,258,2.6
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,0,0.0
2004,Non-melanoma skin cancer (all types),Males,1,0.1
