Year,Cancer Type,Sex,Count,"Age-specific Rate (per 100,000)"
1971,Melanoma of the skin,Males,1,0.2
1971,Melanoma of the skin,Males,0,0.0
1971,Melanoma of the skin,Males,1,0.2
1971,Melanoma of the skin,Males,2,0.3
1971,Melanoma of the skin,Males,3,0.5
1971,Melanoma of the skin,Males,8,1.6
1971,Melanoma of the skin,Males,17,4.0
1971,Melanoma of the skin,Males,14,3.6
1971,Melanoma of the skin,Males,24,5.8
1971,Melanoma of the skin,Males,22,5.4
1971,Melanoma of the skin,Males,29,8.5
1971,Melanoma of the skin,Males,26,8.5
1971,Melanoma of the skin,Males,10,4.0
1971,Melanoma of the skin,Males,15,7.9
1971,Melanoma of the skin,Males,18,14.2
1971,Melanoma of the skin,Males,4,5.1
1971,Melanoma of the skin,Males,5,11.4
1971,Melanoma of the skin,Males,0,0.0
1971,Melanoma of the skin,Males,0,0.0
1971,Melanoma of the skin,Males,199,3.0
1972,Melanoma of the skin,Males,0,0.0
1972,Melanoma of the skin,Males,0,0.0
1972,Melanoma of the skin,Males,0,0.0
1972,Melanoma of the skin,Males,2,0.3
1972,Melanoma of the skin,Males,5,0.9
1972,Melanoma of the skin,Males,6,1.1
1972,Melanoma of the skin,Males,9,2.0
1972,Melanoma of the skin,Males,11,2.8
1972,Melanoma of the skin,Males,19,4.6
1972,Melanoma of the skin,Males,26,6.4
1972,Melanoma of the skin,Males,22,6.2
1972,Melanoma of the skin,Males,28,9.1
1972,Melanoma of the skin,Males,26,10.1
1972,Melanoma of the skin,Males,15,7.7
1972,Melanoma of the skin,Males,18,13.6
1972,Melanoma of the skin,Males,10,12.9
1972,Melanoma of the skin,Males,7,15.8
1972,Melanoma of the skin,Males,2,11.8
1972,Melanoma of the skin,Males,0,0.0
1972,Melanoma of the skin,Males,206,3.1
1973,Melanoma of the skin,Males,0,0.0
1973,Melanoma of the skin,Males,0,0.0
1973,Melanoma of the skin,Males,0,0.0
1973,Melanoma of the skin,Males,2,0.3
1973,Melanoma of the skin,Males,8,1.4
1973,Melanoma of the skin,Males,9,1.6
1973,Melanoma of the skin,Males,11,2.4
1973,Melanoma of the skin,Males,8,2.0
1973,Melanoma of the skin,Males,16,4.0
1973,Melanoma of the skin,Males,22,5.3
1973,Melanoma of the skin,Males,21,5.7
1973,Melanoma of the skin,Males,28,9.1
1973,Melanoma of the skin,Males,26,9.8
1973,Melanoma of the skin,Males,24,12.0
1973,Melanoma of the skin,Males,17,12.4
1973,Melanoma of the skin,Males,17,21.9
1973,Melanoma of the skin,Males,7,15.7
1973,Melanoma of the skin,Males,3,17.0
1973,Melanoma of the skin,Males,2,41.3
1973,Melanoma of the skin,Males,221,3.3
1974,Melanoma of the skin,Males,0,0.0
1974,Melanoma of the skin,Males,0,0.0
1974,Melanoma of the skin,Males,0,0.0
1974,Melanoma of the skin,Males,1,0.2
1974,Melanoma of the skin,Males,5,0.9
1974,Melanoma of the skin,Males,9,1.6
1974,Melanoma of the skin,Males,10,2.1
1974,Melanoma of the skin,Males,10,2.4
1974,Melanoma of the skin,Males,21,5.3
1974,Melanoma of the skin,Males,30,7.2
1974,Melanoma of the skin,Males,25,6.5
1974,Melanoma of the skin,Males,26,8.5
1974,Melanoma of the skin,Males,32,11.7
1974,Melanoma of the skin,Males,34,16.5
1974,Melanoma of the skin,Males,13,9.1
1974,Melanoma of the skin,Males,14,17.7
1974,Melanoma of the skin,Males,8,17.9
1974,Melanoma of the skin,Males,5,27.6
1974,Melanoma of the skin,Males,1,19.4
1974,Melanoma of the skin,Males,244,3.5
1975,Melanoma of the skin,Males,0,0.0
1975,Melanoma of the skin,Males,0,0.0
1975,Melanoma of the skin,Males,0,0.0
1975,Melanoma of the skin,Males,2,0.3
1975,Melanoma of the skin,Males,2,0.3
1975,Melanoma of the skin,Males,12,2.0
1975,Melanoma of the skin,Males,15,3.1
1975,Melanoma of the skin,Males,9,2.1
1975,Melanoma of the skin,Males,24,6.2
1975,Melanoma of the skin,Males,29,7.0
1975,Melanoma of the skin,Males,26,6.7
1975,Melanoma of the skin,Males,27,8.7
1975,Melanoma of the skin,Males,19,6.8
1975,Melanoma of the skin,Males,32,15.1
1975,Melanoma of the skin,Males,22,15.1
1975,Melanoma of the skin,Males,15,17.9
1975,Melanoma of the skin,Males,9,20.4
1975,Melanoma of the skin,Males,6,32.3
1975,Melanoma of the skin,Males,1,18.8
1975,Melanoma of the skin,Males,250,3.6
1976,Melanoma of the skin,Males,0,0.0
1976,Melanoma of the skin,Males,0,0.0
1976,Melanoma of the skin,Males,0,0.0
1976,Melanoma of the skin,Males,3,0.5
1976,Melanoma of the skin,Males,7,1.2
1976,Melanoma of the skin,Males,16,2.7
1976,Melanoma of the skin,Males,16,3.2
1976,Melanoma of the skin,Males,14,3.2
1976,Melanoma of the skin,Males,21,5.4
1976,Melanoma of the skin,Males,24,5.8
1976,Melanoma of the skin,Males,26,6.6
1976,Melanoma of the skin,Males,25,7.8
1976,Melanoma of the skin,Males,38,13.5
1976,Melanoma of the skin,Males,27,12.4
1976,Melanoma of the skin,Males,17,11.4
1976,Melanoma of the skin,Males,15,16.9
1976,Melanoma of the skin,Males,8,18.2
1976,Melanoma of the skin,Males,3,15.5
1976,Melanoma of the skin,Males,0,0.0
1976,Melanoma of the skin,Males,260,3.7
1977,Melanoma of the skin,Males,0,0.0
1977,Melanoma of the skin,Males,0,0.0
1977,Melanoma of the skin,Males,0,0.0
1977,Melanoma of the skin,Males,3,0.5
1977,Melanoma of the skin,Males,4,0.7
1977,Melanoma of the skin,Males,12,2.0
1977,Melanoma of the skin,Males,16,3.0
1977,Melanoma of the skin,Males,20,4.5
1977,Melanoma of the skin,Males,17,4.3
1977,Melanoma of the skin,Males,28,7.0
1977,Melanoma of the skin,Males,30,7.6
1977,Melanoma of the skin,Males,34,10.3
1977,Melanoma of the skin,Males,40,14.1
1977,Melanoma of the skin,Males,36,16.0
1977,Melanoma of the skin,Males,28,18.1
1977,Melanoma of the skin,Males,20,21.8
1977,Melanoma of the skin,Males,13,29.6
1977,Melanoma of the skin,Males,6,30.5
1977,Melanoma of the skin,Males,3,51.6
1977,Melanoma of the skin,Males,310,4.4
1978,Melanoma of the skin,Males,0,0.0
1978,Melanoma of the skin,Males,0,0.0
1978,Melanoma of the skin,Males,0,0.0
1978,Melanoma of the skin,Males,2,0.3
1978,Melanoma of the skin,Males,9,1.5
1978,Melanoma of the skin,Males,8,1.3
1978,Melanoma of the skin,Males,23,4.1
1978,Melanoma of the skin,Males,25,5.5
1978,Melanoma of the skin,Males,24,6.0
1978,Melanoma of the skin,Males,24,6.1
1978,Melanoma of the skin,Males,38,9.5
1978,Melanoma of the skin,Males,34,9.9
1978,Melanoma of the skin,Males,32,11.3
1978,Melanoma of the skin,Males,32,13.9
1978,Melanoma of the skin,Males,35,21.9
1978,Melanoma of the skin,Males,8,8.4
1978,Melanoma of the skin,Males,10,22.3
1978,Melanoma of the skin,Males,6,30.1
1978,Melanoma of the skin,Males,2,32.1
1978,Melanoma of the skin,Males,312,4.3
1979,Melanoma of the skin,Males,0,0.0
1979,Melanoma of the skin,Males,0,0.0
1979,Melanoma of the skin,Males,0,0.0
1979,Melanoma of the skin,Males,1,0.1
1979,Melanoma of the skin,Males,3,0.5
1979,Melanoma of the skin,Males,11,1.8
1979,Melanoma of the skin,Males,25,4.3
1979,Melanoma of the skin,Males,19,4.1
1979,Melanoma of the skin,Males,20,4.9
1979,Melanoma of the skin,Males,27,7.0
1979,Melanoma of the skin,Males,35,8.8
1979,Melanoma of the skin,Males,53,14.8
1979,Melanoma of the skin,Males,35,12.5
1979,Melanoma of the skin,Males,38,15.9
1979,Melanoma of the skin,Males,31,18.8
1979,Melanoma of the skin,Males,19,19.1
1979,Melanoma of the skin,Males,8,17.5
1979,Melanoma of the skin,Males,4,20.1
1979,Melanoma of the skin,Males,1,15.1
1979,Melanoma of the skin,Males,330,4.5
1980,Melanoma of the skin,Males,0,0.0
1980,Melanoma of the skin,Males,0,0.0
1980,Melanoma of the skin,Males,0,0.0
1980,Melanoma of the skin,Males,3,0.5
1980,Melanoma of the skin,Males,3,0.5
1980,Melanoma of the skin,Males,12,2.0
1980,Melanoma of the skin,Males,21,3.5
1980,Melanoma of the skin,Males,17,3.5
1980,Melanoma of the skin,Males,16,3.9
1980,Melanoma of the skin,Males,24,6.3
1980,Melanoma of the skin,Males,34,8.6
1980,Melanoma of the skin,Males,44,12.0
1980,Melanoma of the skin,Males,47,16.6
1980,Melanoma of the skin,Males,40,16.3
1980,Melanoma of the skin,Males,41,24.1
1980,Melanoma of the skin,Males,22,21.5
1980,Melanoma of the skin,Males,9,18.3
1980,Melanoma of the skin,Males,4,19.7
1980,Melanoma of the skin,Males,2,28.4
1980,Melanoma of the skin,Males,339,4.6
1981,Melanoma of the skin,Males,0,0.0
1981,Melanoma of the skin,Males,0,0.0
1981,Melanoma of the skin,Males,1,0.1
1981,Melanoma of the skin,Males,1,0.2
1981,Melanoma of the skin,Males,4,0.6
1981,Melanoma of the skin,Males,20,3.2
1981,Melanoma of the skin,Males,22,3.5
1981,Melanoma of the skin,Males,19,3.8
1981,Melanoma of the skin,Males,15,3.5
1981,Melanoma of the skin,Males,27,7.2
1981,Melanoma of the skin,Males,32,8.1
1981,Melanoma of the skin,Males,52,14.0
1981,Melanoma of the skin,Males,42,14.4
1981,Melanoma of the skin,Males,44,17.6
1981,Melanoma of the skin,Males,41,23.3
1981,Melanoma of the skin,Males,29,27.3
1981,Melanoma of the skin,Males,13,25.0
1981,Melanoma of the skin,Males,2,9.8
1981,Melanoma of the skin,Males,0,0.0
1981,Melanoma of the skin,Males,364,4.9
1982,Melanoma of the skin,Males,0,0.0
1982,Melanoma of the skin,Males,0,0.0
1982,Melanoma of the skin,Males,1,0.1
1982,Melanoma of the skin,Males,3,0.5
1982,Melanoma of the skin,Males,7,1.0
1982,Melanoma of the skin,Males,5,0.8
1982,Melanoma of the skin,Males,19,3.1
1982,Melanoma of the skin,Males,25,4.6
1982,Melanoma of the skin,Males,23,5.2
1982,Melanoma of the skin,Males,30,7.8
1982,Melanoma of the skin,Males,39,9.9
1982,Melanoma of the skin,Males,42,11.2
1982,Melanoma of the skin,Males,36,11.8
1982,Melanoma of the skin,Males,59,23.4
1982,Melanoma of the skin,Males,49,26.7
1982,Melanoma of the skin,Males,21,19.0
1982,Melanoma of the skin,Males,14,25.5
1982,Melanoma of the skin,Males,5,24.0
1982,Melanoma of the skin,Males,2,26.1
1982,Melanoma of the skin,Males,380,5.0
1983,Melanoma of the skin,Males,0,0.0
1983,Melanoma of the skin,Males,0,0.0
1983,Melanoma of the skin,Males,0,0.0
1983,Melanoma of the skin,Males,1,0.2
1983,Melanoma of the skin,Males,7,1.0
1983,Melanoma of the skin,Males,7,1.1
1983,Melanoma of the skin,Males,21,3.4
1983,Melanoma of the skin,Males,22,3.8
1983,Melanoma of the skin,Males,24,5.3
1983,Melanoma of the skin,Males,16,4.1
1983,Melanoma of the skin,Males,35,9.1
1983,Melanoma of the skin,Males,43,11.3
1983,Melanoma of the skin,Males,51,16.0
1983,Melanoma of the skin,Males,43,17.1
1983,Melanoma of the skin,Males,42,22.0
1983,Melanoma of the skin,Males,24,20.8
1983,Melanoma of the skin,Males,18,31.2
1983,Melanoma of the skin,Males,7,33.1
1983,Melanoma of the skin,Males,1,12.7
1983,Melanoma of the skin,Males,362,4.7
1984,Melanoma of the skin,Males,0,0.0
1984,Melanoma of the skin,Males,0,0.0
1984,Melanoma of the skin,Males,0,0.0
1984,Melanoma of the skin,Males,2,0.3
1984,Melanoma of the skin,Males,6,0.9
1984,Melanoma of the skin,Males,13,2.0
1984,Melanoma of the skin,Males,19,3.0
1984,Melanoma of the skin,Males,21,3.5
1984,Melanoma of the skin,Males,21,4.4
1984,Melanoma of the skin,Males,27,6.7
1984,Melanoma of the skin,Males,39,10.3
1984,Melanoma of the skin,Males,49,12.8
1984,Melanoma of the skin,Males,59,17.6
1984,Melanoma of the skin,Males,52,20.9
1984,Melanoma of the skin,Males,36,18.1
1984,Melanoma of the skin,Males,29,24.1
1984,Melanoma of the skin,Males,14,22.9
1984,Melanoma of the skin,Males,6,27.4
1984,Melanoma of the skin,Males,4,48.3
1984,Melanoma of the skin,Males,397,5.1
1985,Melanoma of the skin,Males,1,0.2
1985,Melanoma of the skin,Males,0,0.0
1985,Melanoma of the skin,Males,0,0.0
1985,Melanoma of the skin,Males,5,0.7
1985,Melanoma of the skin,Males,6,0.9
1985,Melanoma of the skin,Males,14,2.1
1985,Melanoma of the skin,Males,14,2.2
1985,Melanoma of the skin,Males,27,4.3
1985,Melanoma of the skin,Males,21,4.2
1985,Melanoma of the skin,Males,25,6.0
1985,Melanoma of the skin,Males,36,9.6
1985,Melanoma of the skin,Males,41,10.6
1985,Melanoma of the skin,Males,53,15.4
1985,Melanoma of the skin,Males,51,20.1
1985,Melanoma of the skin,Males,47,22.9
1985,Melanoma of the skin,Males,27,21.4
1985,Melanoma of the skin,Males,22,34.7
1985,Melanoma of the skin,Males,11,46.1
1985,Melanoma of the skin,Males,2,23.3
1985,Melanoma of the skin,Males,403,5.1
1986,Melanoma of the skin,Males,0,0.0
1986,Melanoma of the skin,Males,0,0.0
1986,Melanoma of the skin,Males,0,0.0
1986,Melanoma of the skin,Males,3,0.4
1986,Melanoma of the skin,Males,6,0.9
1986,Melanoma of the skin,Males,9,1.3
1986,Melanoma of the skin,Males,26,4.1
1986,Melanoma of the skin,Males,20,3.1
1986,Melanoma of the skin,Males,24,4.6
1986,Melanoma of the skin,Males,21,4.8
1986,Melanoma of the skin,Males,32,8.5
1986,Melanoma of the skin,Males,39,10.1
1986,Melanoma of the skin,Males,42,11.9
1986,Melanoma of the skin,Males,51,19.2
1986,Melanoma of the skin,Males,59,28.2
1986,Melanoma of the skin,Males,48,36.2
1986,Melanoma of the skin,Males,21,31.7
1986,Melanoma of the skin,Males,12,46.2
1986,Melanoma of the skin,Males,5,57.1
1986,Melanoma of the skin,Males,418,5.2
1987,Melanoma of the skin,Males,0,0.0
1987,Melanoma of the skin,Males,0,0.0
1987,Melanoma of the skin,Males,0,0.0
1987,Melanoma of the skin,Males,2,0.3
1987,Melanoma of the skin,Males,6,0.9
1987,Melanoma of the skin,Males,13,1.9
1987,Melanoma of the skin,Males,30,4.6
1987,Melanoma of the skin,Males,24,3.8
1987,Melanoma of the skin,Males,30,5.3
1987,Melanoma of the skin,Males,26,5.8
1987,Melanoma of the skin,Males,33,8.6
1987,Melanoma of the skin,Males,54,14.2
1987,Melanoma of the skin,Males,63,17.7
1987,Melanoma of the skin,Males,55,19.7
1987,Melanoma of the skin,Males,70,32.9
1987,Melanoma of the skin,Males,52,37.8
1987,Melanoma of the skin,Males,37,52.6
1987,Melanoma of the skin,Males,15,55.1
1987,Melanoma of the skin,Males,7,77.6
1987,Melanoma of the skin,Males,517,6.4
1988,Melanoma of the skin,Males,0,0.0
1988,Melanoma of the skin,Males,0,0.0
1988,Melanoma of the skin,Males,0,0.0
1988,Melanoma of the skin,Males,2,0.3
1988,Melanoma of the skin,Males,3,0.4
1988,Melanoma of the skin,Males,10,1.4
1988,Melanoma of the skin,Males,18,2.7
1988,Melanoma of the skin,Males,25,3.9
1988,Melanoma of the skin,Males,32,5.4
1988,Melanoma of the skin,Males,25,5.4
1988,Melanoma of the skin,Males,44,11.2
1988,Melanoma of the skin,Males,57,15.2
1988,Melanoma of the skin,Males,57,15.8
1988,Melanoma of the skin,Males,65,22.2
1988,Melanoma of the skin,Males,59,27.7
1988,Melanoma of the skin,Males,40,27.9
1988,Melanoma of the skin,Males,21,28.5
1988,Melanoma of the skin,Males,20,69.7
1988,Melanoma of the skin,Males,1,10.9
1988,Melanoma of the skin,Males,479,5.8
1989,Melanoma of the skin,Males,0,0.0
1989,Melanoma of the skin,Males,0,0.0
1989,Melanoma of the skin,Males,0,0.0
1989,Melanoma of the skin,Males,3,0.4
1989,Melanoma of the skin,Males,2,0.3
1989,Melanoma of the skin,Males,7,1.0
1989,Melanoma of the skin,Males,15,2.2
1989,Melanoma of the skin,Males,22,3.4
1989,Melanoma of the skin,Males,22,3.6
1989,Melanoma of the skin,Males,33,6.8
1989,Melanoma of the skin,Males,39,9.6
1989,Melanoma of the skin,Males,54,14.5
1989,Melanoma of the skin,Males,60,16.5
1989,Melanoma of the skin,Males,67,21.8
1989,Melanoma of the skin,Males,70,33.0
1989,Melanoma of the skin,Males,58,38.7
1989,Melanoma of the skin,Males,33,42.8
1989,Melanoma of the skin,Males,13,42.6
1989,Melanoma of the skin,Males,3,31.6
1989,Melanoma of the skin,Males,501,6.0
1990,Melanoma of the skin,Males,1,0.2
1990,Melanoma of the skin,Males,0,0.0
1990,Melanoma of the skin,Males,0,0.0
1990,Melanoma of the skin,Males,1,0.1
1990,Melanoma of the skin,Males,3,0.4
1990,Melanoma of the skin,Males,9,1.3
1990,Melanoma of the skin,Males,15,2.1
1990,Melanoma of the skin,Males,21,3.2
1990,Melanoma of the skin,Males,28,4.4
1990,Melanoma of the skin,Males,38,7.5
1990,Melanoma of the skin,Males,49,11.7
1990,Melanoma of the skin,Males,49,13.4
1990,Melanoma of the skin,Males,60,16.3
1990,Melanoma of the skin,Males,70,22.3
1990,Melanoma of the skin,Males,60,27.5
1990,Melanoma of the skin,Males,58,37.5
1990,Melanoma of the skin,Males,31,38.4
1990,Melanoma of the skin,Males,16,50.7
1990,Melanoma of the skin,Males,3,29.9
1990,Melanoma of the skin,Males,512,6.0
1991,Melanoma of the skin,Males,0,0.0
1991,Melanoma of the skin,Males,0,0.0
1991,Melanoma of the skin,Males,0,0.0
1991,Melanoma of the skin,Males,1,0.1
1991,Melanoma of the skin,Males,3,0.4
1991,Melanoma of the skin,Males,3,0.4
1991,Melanoma of the skin,Males,17,2.4
1991,Melanoma of the skin,Males,19,2.9
1991,Melanoma of the skin,Males,33,5.0
1991,Melanoma of the skin,Males,26,4.9
1991,Melanoma of the skin,Males,50,11.5
1991,Melanoma of the skin,Males,40,10.9
1991,Melanoma of the skin,Males,64,17.4
1991,Melanoma of the skin,Males,71,22.2
1991,Melanoma of the skin,Males,63,27.6
1991,Melanoma of the skin,Males,61,38.4
1991,Melanoma of the skin,Males,35,41.5
1991,Melanoma of the skin,Males,19,56.2
1991,Melanoma of the skin,Males,7,67.4
1991,Melanoma of the skin,Males,512,5.9
1992,Melanoma of the skin,Males,1,0.2
1992,Melanoma of the skin,Males,0,0.0
1992,Melanoma of the skin,Males,1,0.2
1992,Melanoma of the skin,Males,0,0.0
1992,Melanoma of the skin,Males,5,0.7
1992,Melanoma of the skin,Males,8,1.2
1992,Melanoma of the skin,Males,19,2.6
1992,Melanoma of the skin,Males,22,3.3
1992,Melanoma of the skin,Males,23,3.5
1992,Melanoma of the skin,Males,37,6.6
1992,Melanoma of the skin,Males,25,5.6
1992,Melanoma of the skin,Males,39,10.4
1992,Melanoma of the skin,Males,59,16.3
1992,Melanoma of the skin,Males,66,20.3
1992,Melanoma of the skin,Males,77,32.2
1992,Melanoma of the skin,Males,66,40.8
1992,Melanoma of the skin,Males,47,53.2
1992,Melanoma of the skin,Males,22,61.4
1992,Melanoma of the skin,Males,6,52.3
1992,Melanoma of the skin,Males,523,6.0
1993,Melanoma of the skin,Males,0,0.0
1993,Melanoma of the skin,Males,0,0.0
1993,Melanoma of the skin,Males,0,0.0
1993,Melanoma of the skin,Males,2,0.3
1993,Melanoma of the skin,Males,6,0.8
1993,Melanoma of the skin,Males,10,1.5
1993,Melanoma of the skin,Males,19,2.6
1993,Melanoma of the skin,Males,20,2.9
1993,Melanoma of the skin,Males,39,6.0
1993,Melanoma of the skin,Males,33,5.5
1993,Melanoma of the skin,Males,43,9.5
1993,Melanoma of the skin,Males,52,13.6
1993,Melanoma of the skin,Males,70,19.6
1993,Melanoma of the skin,Males,72,21.9
1993,Melanoma of the skin,Males,77,30.8
1993,Melanoma of the skin,Males,65,39.9
1993,Melanoma of the skin,Males,45,48.4
1993,Melanoma of the skin,Males,18,47.6
1993,Melanoma of the skin,Males,10,80.4
1993,Melanoma of the skin,Males,581,6.6
1994,Melanoma of the skin,Males,0,0.0
1994,Melanoma of the skin,Males,0,0.0
1994,Melanoma of the skin,Males,0,0.0
1994,Melanoma of the skin,Males,1,0.2
1994,Melanoma of the skin,Males,4,0.5
1994,Melanoma of the skin,Males,5,0.7
1994,Melanoma of the skin,Males,12,1.6
1994,Melanoma of the skin,Males,22,3.2
1994,Melanoma of the skin,Males,39,5.9
1994,Melanoma of the skin,Males,39,6.3
1994,Melanoma of the skin,Males,43,9.1
1994,Melanoma of the skin,Males,33,8.4
1994,Melanoma of the skin,Males,68,19.2
1994,Melanoma of the skin,Males,91,27.4
1994,Melanoma of the skin,Males,84,31.9
1994,Melanoma of the skin,Males,79,48.5
1994,Melanoma of the skin,Males,57,58.0
1994,Melanoma of the skin,Males,23,57.9
1994,Melanoma of the skin,Males,9,66.8
1994,Melanoma of the skin,Males,609,6.9
1995,Melanoma of the skin,Males,0,0.0
1995,Melanoma of the skin,Males,0,0.0
1995,Melanoma of the skin,Males,0,0.0
1995,Melanoma of the skin,Males,3,0.5
1995,Melanoma of the skin,Males,1,0.1
1995,Melanoma of the skin,Males,13,1.9
1995,Melanoma of the skin,Males,15,2.1
1995,Melanoma of the skin,Males,18,2.5
1995,Melanoma of the skin,Males,40,6.0
1995,Melanoma of the skin,Males,32,5.1
1995,Melanoma of the skin,Males,39,7.9
1995,Melanoma of the skin,Males,46,11.4
1995,Melanoma of the skin,Males,64,18.2
1995,Melanoma of the skin,Males,75,22.5
1995,Melanoma of the skin,Males,75,27.9
1995,Melanoma of the skin,Males,96,56.8
1995,Melanoma of the skin,Males,49,47.9
1995,Melanoma of the skin,Males,29,68.9
1995,Melanoma of the skin,Males,6,41.4
1995,Melanoma of the skin,Males,601,6.7
1996,Melanoma of the skin,Males,0,0.0
1996,Melanoma of the skin,Males,0,0.0
1996,Melanoma of the skin,Males,0,0.0
1996,Melanoma of the skin,Males,2,0.3
1996,Melanoma of the skin,Males,2,0.3
1996,Melanoma of the skin,Males,10,1.4
1996,Melanoma of the skin,Males,15,2.1
1996,Melanoma of the skin,Males,27,3.7
1996,Melanoma of the skin,Males,19,2.8
1996,Melanoma of the skin,Males,39,6.0
1996,Melanoma of the skin,Males,40,7.8
1996,Melanoma of the skin,Males,31,7.4
1996,Melanoma of the skin,Males,55,15.6
1996,Melanoma of the skin,Males,83,24.7
1996,Melanoma of the skin,Males,68,24.7
1996,Melanoma of the skin,Males,88,49.2
1996,Melanoma of the skin,Males,56,53.2
1996,Melanoma of the skin,Males,37,83.1
1996,Melanoma of the skin,Males,10,64.5
1996,Melanoma of the skin,Males,582,6.4
1997,Melanoma of the skin,Males,0,0.0
1997,Melanoma of the skin,Males,0,0.0
1997,Melanoma of the skin,Males,0,0.0
1997,Melanoma of the skin,Males,1,0.2
1997,Melanoma of the skin,Males,2,0.3
1997,Melanoma of the skin,Males,4,0.6
1997,Melanoma of the skin,Males,10,1.4
1997,Melanoma of the skin,Males,14,1.9
1997,Melanoma of the skin,Males,31,4.5
1997,Melanoma of the skin,Males,40,6.2
1997,Melanoma of the skin,Males,42,7.6
1997,Melanoma of the skin,Males,46,10.6
1997,Melanoma of the skin,Males,60,16.7
1997,Melanoma of the skin,Males,84,25.0
1997,Melanoma of the skin,Males,79,28.2
1997,Melanoma of the skin,Males,76,40.2
1997,Melanoma of the skin,Males,65,60.1
1997,Melanoma of the skin,Males,17,36.0
1997,Melanoma of the skin,Males,6,36.5
1997,Melanoma of the skin,Males,577,6.3
1998,Melanoma of the skin,Males,0,0.0
1998,Melanoma of the skin,Males,0,0.0
1998,Melanoma of the skin,Males,0,0.0
1998,Melanoma of the skin,Males,0,0.0
1998,Melanoma of the skin,Males,1,0.1
1998,Melanoma of the skin,Males,11,1.5
1998,Melanoma of the skin,Males,13,1.9
1998,Melanoma of the skin,Males,21,2.8
1998,Melanoma of the skin,Males,22,3.2
1998,Melanoma of the skin,Males,41,6.3
1998,Melanoma of the skin,Males,48,8.2
1998,Melanoma of the skin,Males,38,8.5
1998,Melanoma of the skin,Males,73,19.7
1998,Melanoma of the skin,Males,73,21.9
1998,Melanoma of the skin,Males,110,38.4
1998,Melanoma of the skin,Males,75,37.6
1998,Melanoma of the skin,Males,57,51.7
1998,Melanoma of the skin,Males,25,49.7
1998,Melanoma of the skin,Males,15,85.4
1998,Melanoma of the skin,Males,623,6.7
1999,Melanoma of the skin,Males,0,0.0
1999,Melanoma of the skin,Males,0,0.0
1999,Melanoma of the skin,Males,0,0.0
1999,Melanoma of the skin,Males,0,0.0
1999,Melanoma of the skin,Males,3,0.5
1999,Melanoma of the skin,Males,7,1.0
1999,Melanoma of the skin,Males,10,1.4
1999,Melanoma of the skin,Males,17,2.3
1999,Melanoma of the skin,Males,27,3.8
1999,Melanoma of the skin,Males,37,5.6
1999,Melanoma of the skin,Males,45,7.4
1999,Melanoma of the skin,Males,69,14.8
1999,Melanoma of the skin,Males,51,13.3
1999,Melanoma of the skin,Males,73,22.0
1999,Melanoma of the skin,Males,93,31.8
1999,Melanoma of the skin,Males,83,39.3
1999,Melanoma of the skin,Males,71,63.4
1999,Melanoma of the skin,Males,40,74.9
1999,Melanoma of the skin,Males,15,79.1
1999,Melanoma of the skin,Males,641,6.9
2000,Melanoma of the skin,Males,0,0.0
2000,Melanoma of the skin,Males,0,0.0
2000,Melanoma of the skin,Males,0,0.0
2000,Melanoma of the skin,Males,2,0.3
2000,Melanoma of the skin,Males,2,0.3
2000,Melanoma of the skin,Males,3,0.4
2000,Melanoma of the skin,Males,8,1.1
2000,Melanoma of the skin,Males,16,2.2
2000,Melanoma of the skin,Males,24,3.4
2000,Melanoma of the skin,Males,28,4.2
2000,Melanoma of the skin,Males,43,6.8
2000,Melanoma of the skin,Males,47,9.6
2000,Melanoma of the skin,Males,62,15.6
2000,Melanoma of the skin,Males,61,18.5
2000,Melanoma of the skin,Males,110,37.0
2000,Melanoma of the skin,Males,95,43.5
2000,Melanoma of the skin,Males,73,61.8
2000,Melanoma of the skin,Males,30,53.2
2000,Melanoma of the skin,Males,13,63.1
2000,Melanoma of the skin,Males,617,6.5
2001,Melanoma of the skin,Males,0,0.0
2001,Melanoma of the skin,Males,0,0.0
2001,Melanoma of the skin,Males,0,0.0
2001,Melanoma of the skin,Males,2,0.3
2001,Melanoma of the skin,Males,7,1.1
2001,Melanoma of the skin,Males,7,1.0
2001,Melanoma of the skin,Males,7,1.0
2001,Melanoma of the skin,Males,23,3.1
2001,Melanoma of the skin,Males,31,4.2
2001,Melanoma of the skin,Males,32,4.8
2001,Melanoma of the skin,Males,45,6.9
2001,Melanoma of the skin,Males,58,11.4
2001,Melanoma of the skin,Males,68,16.5
2001,Melanoma of the skin,Males,73,21.9
2001,Melanoma of the skin,Males,112,37.1
2001,Melanoma of the skin,Males,115,50.9
2001,Melanoma of the skin,Males,52,40.8
2001,Melanoma of the skin,Males,29,49.1
2001,Melanoma of the skin,Males,23,103.0
2001,Melanoma of the skin,Males,684,7.2
2002,Melanoma of the skin,Males,0,0.0
2002,Melanoma of the skin,Males,0,0.0
2002,Melanoma of the skin,Males,0,0.0
2002,Melanoma of the skin,Males,0,0.0
2002,Melanoma of the skin,Males,5,0.7
2002,Melanoma of the skin,Males,6,0.9
2002,Melanoma of the skin,Males,11,1.5
2002,Melanoma of the skin,Males,16,2.2
2002,Melanoma of the skin,Males,33,4.4
2002,Melanoma of the skin,Males,36,5.3
2002,Melanoma of the skin,Males,45,7.0
2002,Melanoma of the skin,Males,60,11.0
2002,Melanoma of the skin,Males,63,14.9
2002,Melanoma of the skin,Males,89,26.1
